frame.time_epoch;ip.src;ip.dst;tcp.srcport;tcp.dstport;udp.srcport;udp.dstport;http.host;tls.handshake.extensions_server_name;frame.protocols;frame.len;http.request.method;http.response.code;dns.qry.name;tcp.flags
1677547312.896601000;172.16.0.10;172.16.0.143;;;53;65405;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547312.896812000;172.16.0.143;172.16.0.10;;;64161;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547312.896904000;172.16.0.10;172.16.0.143;;;53;64161;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547318.365812000;172.16.0.143;172.16.0.10;;;50544;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677547318.417217000;172.16.0.10;172.16.0.143;;;53;50544;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677547343.115790000;172.16.0.143;172.16.0.10;;;50757;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547343.116049000;172.16.0.10;172.16.0.143;;;53;50757;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547343.116291000;172.16.0.143;172.16.0.10;;;55046;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547343.243926000;172.16.0.10;172.16.0.143;;;53;55046;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547358.255010000;172.16.0.143;172.16.0.10;;;63303;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547358.255206000;172.16.0.10;172.16.0.143;;;53;63303;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547358.255411000;172.16.0.143;172.16.0.10;;;54748;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547358.255520000;172.16.0.10;172.16.0.143;;;53;54748;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547389.486002000;172.16.0.143;172.16.0.10;;;51312;53;;;eth:ethertype:ip:udp:dns;89;;;v10.events.data.microsoft.com;
1677547389.558929000;172.16.0.10;172.16.0.143;;;53;51312;;;eth:ethertype:ip:udp:dns;231;;;v10.events.data.microsoft.com;
1677547389.705786000;172.16.0.143;13.69.239.74;52471;443;;;;v10.events.data.microsoft.com;eth:ethertype:ip:tcp:tls;268;;;;0x0018
1677547418.280422000;172.16.0.143;172.16.0.10;;;51352;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547418.280619000;172.16.0.10;172.16.0.143;;;53;51352;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547418.280855000;172.16.0.143;172.16.0.10;;;60301;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547418.280949000;172.16.0.10;172.16.0.143;;;53;60301;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547423.354463000;172.16.0.143;172.16.0.10;;;62768;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677547423.420682000;172.16.0.10;172.16.0.143;;;53;62768;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677547465.384587000;172.16.0.143;172.16.0.10;;;55019;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547465.384873000;172.16.0.10;172.16.0.143;;;53;55019;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547465.385108000;172.16.0.143;172.16.0.10;;;59406;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547465.385206000;172.16.0.10;172.16.0.143;;;53;59406;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547468.354111000;172.16.0.143;172.16.0.10;;;58887;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677547468.419274000;172.16.0.10;172.16.0.143;;;53;58887;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677547480.394038000;172.16.0.143;172.16.0.10;;;53431;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547480.394238000;172.16.0.10;172.16.0.143;;;53;53431;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547480.394462000;172.16.0.143;172.16.0.10;;;57966;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547480.394556000;172.16.0.10;172.16.0.143;;;53;57966;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547522.742603000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677547522.743182000;172.16.0.143;172.16.0.10;;;49297;53;;;eth:ethertype:ip:udp:dns;91;;;WYN10-RIDEORDIE.rydeordie.audio;
1677547522.743492000;172.16.0.10;172.16.0.143;;;53;49297;;;eth:ethertype:ip:udp:dns;170;;;WYN10-RIDEORDIE.rydeordie.audio;
1677547522.743737000;172.16.0.143;224.0.0.252;;;49512;5355;;;eth:ethertype:ip:udp:llmnr;75;;;WYN10-RIDEORDIE;
1677547522.743932000;172.16.0.143;172.16.0.10;;;54696;53;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677547522.744868000;172.16.0.10;172.16.0.143;;;53;54696;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677547525.740646000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677547528.750662000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677547531.751950000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677547534.759185000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677547537.769949000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677547540.409522000;172.16.0.143;172.16.0.10;;;49450;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547540.409728000;172.16.0.10;172.16.0.143;;;53;49450;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547540.409942000;172.16.0.143;172.16.0.10;;;62955;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547540.410050000;172.16.0.10;172.16.0.143;;;53;62955;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547558.360860000;172.16.0.143;172.16.0.10;;;54983;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677547558.415985000;172.16.0.10;172.16.0.143;;;53;54983;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677547577.632597000;172.16.0.143;172.16.0.10;;;63593;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547577.632819000;172.16.0.10;172.16.0.143;;;53;63593;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547577.633014000;172.16.0.143;172.16.0.10;;;52768;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547577.633110000;172.16.0.10;172.16.0.143;;;53;52768;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547592.636853000;172.16.0.143;172.16.0.10;;;49746;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547592.637084000;172.16.0.10;172.16.0.143;;;53;49746;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547592.637317000;172.16.0.143;172.16.0.10;;;57827;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547592.637468000;172.16.0.10;172.16.0.143;;;53;57827;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547652.638916000;172.16.0.143;172.16.0.10;;;55411;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547652.639130000;172.16.0.10;172.16.0.143;;;53;55411;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547652.639322000;172.16.0.143;172.16.0.10;;;56271;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547652.639426000;172.16.0.10;172.16.0.143;;;53;56271;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547685.889920000;172.16.0.143;172.16.0.10;;;52983;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547685.890171000;172.16.0.10;172.16.0.143;;;53;52983;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547685.890361000;172.16.0.143;172.16.0.10;;;52650;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547685.890457000;172.16.0.10;172.16.0.143;;;53;52650;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547700.903734000;172.16.0.143;172.16.0.10;;;55896;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547700.903923000;172.16.0.10;172.16.0.143;;;53;55896;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547700.904127000;172.16.0.143;172.16.0.10;;;61083;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547700.904233000;172.16.0.10;172.16.0.143;;;53;61083;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547760.916316000;172.16.0.143;172.16.0.10;;;53272;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547760.916569000;172.16.0.10;172.16.0.143;;;53;53272;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547760.916814000;172.16.0.143;172.16.0.10;;;54796;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547760.916930000;172.16.0.10;172.16.0.143;;;53;54796;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547791.087588000;172.16.0.143;172.16.0.10;;;51100;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547791.087831000;172.16.0.10;172.16.0.143;;;53;51100;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547791.088072000;172.16.0.143;172.16.0.10;;;64388;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547791.088156000;172.16.0.10;172.16.0.143;;;53;64388;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547798.372419000;172.16.0.143;172.16.0.10;;;51984;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677547798.424700000;172.16.0.10;172.16.0.143;;;53;51984;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677547806.094145000;172.16.0.143;172.16.0.10;;;51402;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547806.094373000;172.16.0.10;172.16.0.143;;;53;51402;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547806.094575000;172.16.0.143;172.16.0.10;;;57243;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547806.094673000;172.16.0.10;172.16.0.143;;;53;57243;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547828.366866000;172.16.0.143;172.16.0.10;;;51116;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677547828.416805000;172.16.0.10;172.16.0.143;;;53;51116;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677547866.098734000;172.16.0.143;172.16.0.10;;;62092;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547866.098983000;172.16.0.10;172.16.0.143;;;53;62092;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547866.099193000;172.16.0.143;172.16.0.10;;;56690;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547866.099287000;172.16.0.10;172.16.0.143;;;53;56690;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547899.386123000;172.16.0.143;172.16.0.10;;;60878;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547899.386393000;172.16.0.10;172.16.0.143;;;53;60878;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547899.386594000;172.16.0.143;172.16.0.10;;;59418;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547899.386670000;172.16.0.10;172.16.0.143;;;53;59418;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547903.359080000;172.16.0.143;172.16.0.10;;;61405;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677547903.410201000;172.16.0.10;172.16.0.143;;;53;61405;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677547914.401465000;172.16.0.143;172.16.0.10;;;65152;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547914.401678000;172.16.0.10;172.16.0.143;;;53;65152;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547914.401872000;172.16.0.143;172.16.0.10;;;53689;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547914.401980000;172.16.0.10;172.16.0.143;;;53;53689;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547974.405682000;172.16.0.143;172.16.0.10;;;58164;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677547974.405895000;172.16.0.10;172.16.0.143;;;53;58164;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677547974.406143000;172.16.0.143;172.16.0.10;;;54716;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677547974.406248000;172.16.0.10;172.16.0.143;;;53;54716;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677547978.366834000;172.16.0.143;172.16.0.10;;;53424;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677547978.416987000;172.16.0.10;172.16.0.143;;;53;53424;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677548004.610065000;172.16.0.143;172.16.0.10;;;55945;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677548004.610333000;172.16.0.10;172.16.0.143;;;53;55945;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677548004.610529000;172.16.0.143;172.16.0.10;;;52757;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677548004.610605000;172.16.0.10;172.16.0.143;;;53;52757;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677548019.623047000;172.16.0.143;172.16.0.10;;;59987;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677548019.623284000;172.16.0.10;172.16.0.143;;;53;59987;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677548019.623489000;172.16.0.143;172.16.0.10;;;58664;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677548019.623576000;172.16.0.10;172.16.0.143;;;53;58664;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677548053.356703000;172.16.0.143;172.16.0.10;;;51792;53;;;eth:ethertype:ip:udp:dns;76;;;dns.msftncsi.com;
1677548053.412378000;172.16.0.10;172.16.0.143;;;53;51792;;;eth:ethertype:ip:udp:dns;92;;;dns.msftncsi.com;
1677548079.632826000;172.16.0.143;172.16.0.10;;;59508;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677548079.633065000;172.16.0.10;172.16.0.143;;;53;59508;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677548079.633261000;172.16.0.143;172.16.0.10;;;58099;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677548079.633345000;172.16.0.10;172.16.0.143;;;53;58099;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677548223.799822000;172.16.0.143;172.16.0.10;;;64746;53;;;eth:ethertype:ip:udp:dns;72;;;verisign.com;
1677548223.868659000;172.16.0.10;172.16.0.143;;;53;64746;;;eth:ethertype:ip:udp:dns;104;;;verisign.com;
1677548224.078342000;172.16.0.143;209.131.162.45;52533;443;;;;verisign.com;eth:ethertype:ip:tcp:tls;233;;;;0x0018
1677548224.770229000;172.16.0.143;172.16.0.10;;;57999;53;;;eth:ethertype:ip:udp:dns;76;;;www.verisign.com;
1677548224.842326000;172.16.0.10;172.16.0.143;;;53;57999;;;eth:ethertype:ip:udp:dns;92;;;www.verisign.com;
1677548225.053060000;172.16.0.143;69.58.187.40;52534;443;;;;www.verisign.com;eth:ethertype:ip:tcp:tls;237;;;;0x0018
1677548412.405656000;172.16.0.143;209.131.162.45;52537;443;;;;verisign.com;eth:ethertype:ip:tcp:tls;233;;;;0x0018
1677548413.253508000;172.16.0.143;69.58.187.40;52538;443;;;;www.verisign.com;eth:ethertype:ip:tcp:tls;237;;;;0x0018
1677548422.779512000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677548422.780127000;172.16.0.143;172.16.0.10;;;52610;53;;;eth:ethertype:ip:udp:dns;91;;;WYN10-RIDEORDIE.rydeordie.audio;
1677548422.780458000;172.16.0.10;172.16.0.143;;;53;52610;;;eth:ethertype:ip:udp:dns;170;;;WYN10-RIDEORDIE.rydeordie.audio;
1677548422.780579000;172.16.0.143;224.0.0.252;;;51862;5355;;;eth:ethertype:ip:udp:llmnr;75;;;WYN10-RIDEORDIE;
1677548422.781052000;172.16.0.143;172.16.0.10;;;59464;53;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677548422.781804000;172.16.0.10;172.16.0.143;;;53;59464;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677548425.785191000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677548428.791743000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677548431.804457000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677548434.815235000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677548437.841819000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677548604.703738000;172.16.0.143;172.16.0.10;;;57672;53;;;eth:ethertype:ip:udp:dns;71;;;xfinity.com;
1677548604.832306000;172.16.0.10;172.16.0.143;;;53;57672;;;eth:ethertype:ip:udp:dns;119;;;xfinity.com;
1677548605.062314000;172.16.0.143;68.87.41.40;52541;443;;;;xfinity.com;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677548605.845591000;172.16.0.143;172.16.0.10;;;58269;53;;;eth:ethertype:ip:udp:dns;75;;;www.xfinity.com;
1677548605.909325000;172.16.0.10;172.16.0.143;;;53;58269;;;eth:ethertype:ip:udp:dns;169;;;www.xfinity.com;
1677548606.036507000;172.16.0.143;23.198.96.39;52542;443;;;;www.xfinity.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1677548609.456206000;172.16.0.143;68.87.41.40;52544;443;;;;xfinity.com;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677548610.291980000;172.16.0.143;23.198.96.39;52545;443;;;;www.xfinity.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1677548610.860424000;172.16.0.143;172.16.0.10;;;61737;53;;;eth:ethertype:ip:udp:dns;70;;;oracle.com;
1677548610.937647000;172.16.0.10;172.16.0.143;;;53;61737;;;eth:ethertype:ip:udp:dns;86;;;oracle.com;
1677548611.190751000;172.16.0.143;138.1.33.162;52546;443;;;;oracle.com;eth:ethertype:ip:tcp:tls;231;;;;0x0018
1677548612.110762000;172.16.0.143;172.16.0.10;;;55378;53;;;eth:ethertype:ip:udp:dns;74;;;www.oracle.com;
1677548612.178267000;172.16.0.10;172.16.0.143;;;53;55378;;;eth:ethertype:ip:udp:dns;169;;;www.oracle.com;
1677548612.306868000;172.16.0.143;23.198.81.248;52547;443;;;;www.oracle.com;eth:ethertype:ip:tcp:tls;235;;;;0x0018
1677548679.635621000;172.16.0.143;172.16.0.10;;;59049;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677548679.635888000;172.16.0.10;172.16.0.143;;;53;59049;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677548679.636091000;172.16.0.143;172.16.0.10;;;57433;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677548679.764206000;172.16.0.10;172.16.0.143;;;53;57433;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677548793.181251000;172.16.0.143;172.16.0.10;;;59127;53;;;eth:ethertype:ip:udp:dns;70;;;google.com;
1677548793.248126000;172.16.0.10;172.16.0.143;;;53;59127;;;eth:ethertype:ip:udp:dns;86;;;google.com;
1677548793.375560000;172.16.0.143;142.250.178.14;52549;443;;;;google.com;eth:ethertype:ip:tcp:tls;231;;;;0x0018
1677548793.844857000;172.16.0.143;172.16.0.10;;;61003;53;;;eth:ethertype:ip:udp:dns;74;;;www.google.com;
1677548793.908276000;172.16.0.10;172.16.0.143;;;53;61003;;;eth:ethertype:ip:udp:dns;90;;;www.google.com;
1677548794.035368000;172.16.0.143;142.250.178.4;52550;443;;;;www.google.com;eth:ethertype:ip:tcp:tls;235;;;;0x0018
1677548985.543190000;172.16.0.143;172.16.0.10;;;60686;53;;;eth:ethertype:ip:udp:dns;67;;;irs.gov;
1677548985.671293000;172.16.0.10;172.16.0.143;;;53;60686;;;eth:ethertype:ip:udp:dns;99;;;irs.gov;
1677548985.906787000;172.16.0.143;152.216.7.110;52553;443;;;;irs.gov;eth:ethertype:ip:tcp:tls;228;;;;0x0018
1677548986.667071000;172.16.0.143;172.16.0.10;;;60228;53;;;eth:ethertype:ip:udp:dns;71;;;www.irs.gov;
1677548986.715995000;172.16.0.10;172.16.0.143;;;53;60228;;;eth:ethertype:ip:udp:dns;161;;;www.irs.gov;
1677548986.915362000;172.16.0.143;104.78.188.220;52554;443;;;;www.irs.gov;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677549129.696852000;172.16.0.143;172.16.0.10;;;50429;53;;;eth:ethertype:ip:udp:dns;89;;;v10.events.data.microsoft.com;
1677549129.750675000;172.16.0.10;172.16.0.143;;;53;50429;;;eth:ethertype:ip:udp:dns;226;;;v10.events.data.microsoft.com;
1677549129.950515000;172.16.0.143;20.42.72.131;52558;443;;;;v10.events.data.microsoft.com;eth:ethertype:ip:tcp:tls;268;;;;0x0018
1677549174.038549000;172.16.0.143;172.16.0.10;;;57880;53;;;eth:ethertype:ip:udp:dns;69;;;cisco.com;
1677549174.091658000;172.16.0.10;172.16.0.143;;;53;57880;;;eth:ethertype:ip:udp:dns;85;;;cisco.com;
1677549174.327338000;172.16.0.143;72.163.4.185;52559;443;;;;cisco.com;eth:ethertype:ip:tcp:tls;230;;;;0x0018
1677549175.601368000;172.16.0.143;172.16.0.10;;;65225;53;;;eth:ethertype:ip:udp:dns;73;;;www.cisco.com;
1677549175.667127000;172.16.0.10;172.16.0.143;;;53;65225;;;eth:ethertype:ip:udp:dns;255;;;www.cisco.com;
1677549175.796108000;172.16.0.143;23.213.210.230;52560;443;;;;www.cisco.com;eth:ethertype:ip:tcp:tls;234;;;;0x0018
1677549279.772181000;172.16.0.143;172.16.0.10;;;60191;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677549279.772429000;172.16.0.10;172.16.0.143;;;53;60191;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677549279.772610000;172.16.0.143;172.16.0.10;;;55998;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677549279.772706000;172.16.0.10;172.16.0.143;;;53;55998;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677549322.799680000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677549322.800617000;172.16.0.143;172.16.0.10;;;65521;53;;;eth:ethertype:ip:udp:dns;91;;;WYN10-RIDEORDIE.rydeordie.audio;
1677549322.801076000;172.16.0.143;224.0.0.252;;;56921;5355;;;eth:ethertype:ip:udp:llmnr;75;;;WYN10-RIDEORDIE;
1677549322.801210000;172.16.0.10;172.16.0.143;;;53;65521;;;eth:ethertype:ip:udp:dns;170;;;WYN10-RIDEORDIE.rydeordie.audio;
1677549322.801664000;172.16.0.143;172.16.0.10;;;52298;53;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677549322.802513000;172.16.0.10;172.16.0.143;;;53;52298;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677549325.802694000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677549328.809936000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677549331.819680000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677549334.827252000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677549337.842427000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677549366.527205000;172.16.0.143;172.16.0.10;;;56675;53;;;eth:ethertype:ip:udp:dns;72;;;linkedin.com;
1677549366.582400000;172.16.0.10;172.16.0.143;;;53;56675;;;eth:ethertype:ip:udp:dns;88;;;linkedin.com;
1677549366.703700000;172.16.0.143;13.107.42.14;52563;443;;;;linkedin.com;eth:ethertype:ip:tcp:tls;233;;;;0x0018
1677549367.231060000;172.16.0.143;172.16.0.10;;;56434;53;;;eth:ethertype:ip:udp:dns;76;;;www.linkedin.com;
1677549367.295051000;172.16.0.10;172.16.0.143;;;53;56434;;;eth:ethertype:ip:udp:dns;156;;;www.linkedin.com;
1677549367.416752000;172.16.0.143;13.107.42.14;52564;443;;;;www.linkedin.com;eth:ethertype:ip:tcp:tls;237;;;;0x0018
1677549554.995201000;172.16.0.143;172.16.0.10;;;54928;53;;;eth:ethertype:ip:udp:dns;73;;;microsoft.com;
1677549555.033129000;172.16.0.10;172.16.0.143;;;53;54928;;;eth:ethertype:ip:udp:dns;153;;;microsoft.com;
1677549555.302416000;172.16.0.143;20.112.52.29;52567;443;;;;microsoft.com;eth:ethertype:ip:tcp:tls;234;;;;0x0018
1677549556.171312000;172.16.0.143;172.16.0.10;;;58484;53;;;eth:ethertype:ip:udp:dns;77;;;www.microsoft.com;
1677549556.245318000;172.16.0.10;172.16.0.143;;;53;58484;;;eth:ethertype:ip:udp:dns;244;;;www.microsoft.com;
1677549556.367623000;172.16.0.143;23.43.32.148;52568;443;;;;www.microsoft.com;eth:ethertype:ip:tcp:tls;238;;;;0x0018
